date,nav,scheme_code,scheme_name,fund_house
2026-04-28,193.4843,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2026-04-27,193.8317,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2026-04-24,191.0425,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2026-04-23,193.0317,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2026-04-22,194.1928,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2026-04-21,192.6397,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2026-04-20,191.0583,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2026-04-17,190.5242,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2026-04-16,188.3316,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2026-04-15,187.2786,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2026-04-13,184.3491,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2026-04-10,184.6967,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2026-04-09,181.2455,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2026-04-08,180.5783,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2026-04-07,174.8342,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2026-04-06,174.9151,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2026-04-02,173.8471,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2026-04-01,173.782,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2026-03-31,169.3706,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2026-03-30,169.3708,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2026-03-27,172.4739,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2026-03-25,175.4211,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2026-03-24,172.0049,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2026-03-23,169.1091,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2026-03-20,174.6205,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2026-03-19,173.9004,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2026-03-18,177.4908,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2026-03-17,174.0628,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2026-03-16,173.8198,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2026-03-13,173.9754,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2026-03-12,177.9888,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2026-03-11,178.3891,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2026-03-10,178.8419,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2026-03-09,175.7742,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2026-03-06,178.9784,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2026-03-05,179.3239,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2026-03-04,177.9961,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2026-03-02,181.3175,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2026-02-28,184.7579,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2026-02-27,184.7581,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2026-02-26,186.095,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2026-02-25,186.0488,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2026-02-24,186.208,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2026-02-23,187.5721,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2026-02-20,186.2228,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2026-02-19,186.6666,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2026-02-18,188.2128,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2026-02-17,187.6437,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2026-02-16,185.8471,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2026-02-13,187.236,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2026-02-12,189.6029,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2026-02-11,189.7464,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2026-02-10,189.019,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2026-02-09,188.469,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2026-02-06,184.627,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2026-02-05,185.6949,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2026-02-04,186.7774,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2026-02-03,186.7009,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2026-02-02,180.5424,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2026-01-31,183.301,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2026-01-30,183.3021,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2026-01-29,179.9408,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2026-01-28,181.0873,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2026-01-27,179.5515,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2026-01-23,179.8035,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2026-01-22,182.7544,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2026-01-21,181.5325,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2026-01-20,181.835,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2026-01-19,185.4042,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2026-01-16,186.9719,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2026-01-14,187.3375,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2026-01-13,187.6594,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2026-01-12,186.1837,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2026-01-09,187.0971,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2026-01-08,190.16,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2026-01-07,193.3173,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2026-01-06,193.7027,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2026-01-05,194.3786,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2026-01-02,194.574,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2026-01-01,193.6417,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-12-31,193.7724,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-12-30,191.9501,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-12-29,192.541,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-12-26,192.5913,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-12-24,193.2848,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-12-23,193.2652,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-12-22,192.2573,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-12-19,191.1157,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-12-18,189.542,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-12-17,190.0621,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-12-16,191.3143,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-12-15,193.1325,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-12-12,192.3377,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-12-11,191.4952,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-12-10,191.2557,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-12-09,191.3573,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-12-08,190.1591,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-12-05,193.1451,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-12-04,193.4599,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-12-03,194.3355,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-12-02,194.4312,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-12-01,195.3626,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-11-30,194.979,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-11-28,194.9784,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-11-27,195.149,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-11-26,195.8555,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-11-25,194.2042,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-11-24,193.9092,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-11-21,194.2517,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-11-20,196.0732,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-11-19,196.528,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-11-18,196.9478,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-11-17,197.9212,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-11-14,197.0676,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-11-13,196.5465,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-11-12,196.884,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-11-11,196.4486,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-11-10,196.2451,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-11-07,197.315,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-11-06,197.8032,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-11-04,200.4678,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-11-03,200.9709,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-10-31,199.8234,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-10-30,200.5185,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-10-29,201.0375,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-10-28,200.6348,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-10-27,199.7965,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-10-24,198.4115,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-10-23,198.7521,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-10-20,197.5258,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-10-17,197.1075,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-10-16,196.9521,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-10-15,194.7,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-10-14,193.3975,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-10-13,194.5364,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-10-10,195.1185,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-10-09,195.0376,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-10-08,195.8587,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-10-07,196.4294,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-10-06,196.5483,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-10-03,196.2965,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-10-01,195.0856,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-09-30,193.8822,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-09-26,194.0973,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-09-25,197.3447,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-09-24,198.8861,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-09-23,199.4573,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-09-22,200.2539,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-09-19,201.306,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-09-18,201.5447,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-09-17,201.82,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-09-16,201.1795,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-09-15,200.0967,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-09-12,199.0716,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-09-11,198.9835,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-09-10,198.7075,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-09-09,198.2444,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-09-08,197.448,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-09-05,197.5939,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-09-04,197.6887,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-09-03,197.6325,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-09-02,196.2367,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-09-01,195.7343,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-08-31,193.7537,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-08-29,193.7532,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-08-28,194.4893,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-08-26,195.5946,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-08-25,198.7805,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-08-22,199.1156,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-08-21,200.0554,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-08-20,198.8477,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-08-19,198.0389,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-08-18,196.9203,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-08-14,193.4131,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-08-13,192.9222,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-08-12,192.705,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-08-11,193.1584,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-08-08,191.9575,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-08-07,193.0064,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-08-06,193.5756,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-08-05,194.9731,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-08-04,195.6536,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-08-01,194.9548,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-07-31,197.489,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-07-30,198.4508,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-07-29,197.8146,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-07-28,197.4629,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-07-25,199.4349,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-07-24,202.721,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-07-23,203.9043,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-07-22,203.3714,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-07-21,203.8028,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-07-18,204.0356,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-07-17,204.9043,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-07-16,203.6835,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-07-15,203.9268,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-07-14,202.0189,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-07-11,201.2606,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-07-10,201.5985,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-07-09,201.3287,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-07-08,200.4396,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-07-07,200.3235,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-07-04,200.6762,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-07-03,200.0186,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-07-02,199.3409,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-07-01,200.2672,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-06-30,200.3178,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-06-27,198.0688,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-06-26,197.2286,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-06-25,197.4405,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-06-24,194.4838,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-06-23,192.973,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-06-20,192.5872,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-06-19,192.1535,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-06-18,194.7498,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-06-17,194.4976,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-06-16,194.3117,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-06-13,193.8702,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-06-12,194.3159,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-06-11,196.3155,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-06-10,196.3203,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-06-09,196.2268,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-06-06,194.4367,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-06-05,193.4622,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-06-04,193.3241,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-06-03,193.3558,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-06-02,193.0141,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-05-31,192.6784,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-05-30,192.6772,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-05-29,192.4906,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-05-28,192.2322,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-05-27,191.6915,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-05-26,192.0116,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-05-23,190.7428,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-05-22,190.2297,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-05-21,190.2708,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-05-20,190.162,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-05-19,192.0015,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-05-16,190.5543,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-05-15,189.7716,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-05-14,188.3401,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-05-13,185.9199,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-05-12,185.5194,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-05-09,180.3079,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-05-08,181.2148,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-05-07,182.5147,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-05-06,180.8742,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
2025-05-05,183.67,118632,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund
